NUMERO;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
841;1;1;20;1;55;7;425;78;78;59;52;65;65;57;0;51;56;20;6;9;2;2014;2
842;0;2;17;1;19;5;463;74;74;50;88;60;60;71;0;61;63;16;2;9;3;2014;2
843;0;2;1;1;19;5;415;68;68;70;56;62;62;53;0;47;51;10;3;9;3;2014;1
844;0;1;12;1;19;5;437;74;74;62;64;55;55;71;0;53;59;12;3;9;3;2014;2
845;0;2;10;1;19;5;446;71;71;55;70;64;64;55;0;59;74;11;5;9;3;2014;1
846;1;2;11;2;19;5;392;67;67;55;53;63;63;56;0;42;94;10;3;7;3;2014;2
847;0;2;20;1;206;22;383;61;61;55;57;57;57;55;0;40;55;20;6;7;1;2014;2
848;0;2;8;1;19;5;362;46;46;62;55;58;58;58;0;33;83;8;3;7;2;2014;1
849;1;1;9;1;19;5;380;58;58;40;54;58;58;59;0;52;66;9;4;7;3;2014;2
850;0;1;20;1;203;15;409;57;57;62;48;60;60;64;0;50;43;20;6;4;2;2014;1
851;0;1;1;1;19;5;436;68;68;74;59;60;60;51;0;61;52;1;5;6;1;2014;1
852;0;1;10;1;19;5;418;65;65;62;61;54;54;45;0;65;68;10;3;6;2;2014;2
853;0;1;9;1;19;5;396;57;57;59;62;58;58;55;0;48;58;9;4;6;2;2014;2
854;1;1;19;1;19;5;387;67;67;50;55;61;61;52;0;52;52;19;5;6;2;2014;2
855;1;1;20;1;213;12;363;55;55;53;59;54;54;48;0;53;50;20;6;5;2;2014;2
856;0;0;5;0;0;0;474;81;81;77;78;63;63;63;0;53;45;5;6;9;2;2014;2
857;0;0;11;0;0;0;453;77;77;83;71;61;61;58;0;44;61;10;3;9;2;2014;3
858;0;1;20;1;189;15;456;78;78;74;88;62;62;62;0;26;51;20;6;9;2;2014;3
859;0;1;21;1;139;18;479;83;83;69;77;56;56;68;0;63;59;21;7;9;1;2014;3
860;0;1;10;1;19;5;458;74;74;79;70;52;52;60;0;54;54;10;3;9;3;2014;1
861;0;0;20;0;0;0;441;68;68;83;71;57;57;58;0;50;49;20;6;9;2;2014;1
862;0;1;20;1;48;28;452;82;82;66;65;60;60;62;0;48;53;20;6;9;1;2014;3
863;0;2;19;1;19;5;468;64;64;73;62;64;64;63;0;58;70;19;5;9;1;2014;1
864;0;0;16;0;0;0;448;65;65;77;64;71;71;52;0;55;54;8;3;9;3;2014;2
865;0;1;20;1;185;15;452;84;84;62;73;65;65;64;0;47;68;20;6;9;2;2014;2
866;0;1;10;1;19;5;436;74;74;74;57;65;65;51;0;56;58;7;5;9;2;2014;1
867;0;0;10;0;0;0;429;81;81;68;67;63;63;50;0;44;53;11;5;9;2;2014;2
868;1;1;10;1;19;5;436;68;68;74;59;65;65;51;0;51;43;10;3;9;3;2014;2
869;0;0;11;0;0;0;436;71;71;72;67;57;57;52;0;58;80;11;5;9;2;2014;2
870;0;1;10;1;19;5;436;83;83;62;69;58;58;59;0;48;57;9;4;9;3;2014;1
871;1;2;20;1;207;7;443;83;83;59;69;58;58;59;0;52;94;20;6;9;3;2014;2
872;0;2;2;1;19;5;430;75;75;70;59;62;62;57;0;52;66;14;2;9;3;2014;1
873;1;0;7;0;0;0;463;65;65;59;55;71;71;47;0;65;75;7;5;9;2;2014;2
874;0;0;17;0;0;0;440;64;64;75;59;62;62;59;0;60;53;18;3;9;3;2014;2
875;0;0;11;0;0;0;432;81;81;68;53;55;55;58;0;61;47;11;5;9;2;2014;3
876;0;0;20;0;0;0;420;74;74;72;59;59;59;47;0;53;73;20;6;9;3;2014;3
877;0;0;20;0;0;0;436;68;68;72;64;61;61;60;0;61;69;11;5;9;2;2014;2
878;1;1;16;1;19;5;437;71;71;65;66;64;64;55;0;53;50;8;3;9;2;2014;2
879;1;0;14;0;0;0;443;63;63;68;59;68;68;58;0;55;53;18;3;9;2;2014;3
880;0;2;8;1;19;5;438;75;75;62;69;62;62;53;0;58;60;8;3;9;3;2014;2
881;1;1;8;1;19;5;437;86;86;55;59;62;62;63;0;53;43;19;5;9;2;2014;1
882;0;0;3;0;0;0;403;74;74;77;51;51;51;47;0;44;51;3;1;9;2;2014;1
883;0;2;7;1;19;5;438;74;74;59;69;67;67;55;0;51;58;20;6;9;2;2014;2
884;0;1;14;1;19;5;442;71;71;62;69;60;60;45;0;66;57;9;4;9;3;2014;3
885;0;2;20;1;95;15;431;71;71;66;65;62;62;67;0;43;48;20;6;9;3;2014;2
886;1;0;20;0;0;0;427;68;68;68;64;59;59;50;0;50;63;20;6;9;2;2014;2
887;1;1;19;1;19;5;440;74;74;62;62;60;60;72;0;51;53;19;5;9;1;2014;2
888;0;1;8;1;19;5;388;89;89;70;59;48;48;47;0;37;47;15;3;9;3;2014;2
889;1;1;16;1;19;5;428;65;65;74;59;56;56;59;0;58;39;16;2;9;3;2014;2
890;0;1;20;1;139;18;442;54;54;74;61;67;67;67;0;58;59;20;6;9;2;2014;1
891;0;1;20;1;139;18;435;57;57;74;59;62;62;57;0;58;48;20;6;9;2;2014;1
892;0;1;10;1;19;5;450;74;74;53;65;65;65;59;0;61;66;10;3;9;2;2014;2
893;0;1;11;1;19;5;432;60;60;70;54;67;67;55;0;58;54;8;3;9;2;2014;2
894;0;0;20;0;0;0;425;68;68;68;67;51;51;50;0;53;52;8;3;9;2;2014;2
895;1;0;15;0;0;0;426;61;61;72;78;57;57;60;0;48;61;15;3;9;3;2014;2
896;0;1;20;1;106;15;440;75;75;62;62;52;52;67;0;65;47;20;6;9;2;2014;3
897;0;2;16;1;19;5;436;68;68;62;69;58;58;55;0;56;46;18;3;9;3;2014;2
898;0;2;7;1;19;5;432;60;60;69;77;58;58;53;0;54;74;7;5;9;1;2014;2
899;1;2;4;1;19;5;427;76;76;59;55;68;68;55;0;60;50;4;4;9;2;2014;2
900;0;1;4;1;19;5;434;58;58;70;77;60;60;59;0;53;54;4;4;9;2;2014;1
901;0;2;11;1;19;5;414;71;71;70;62;52;52;53;0;51;47;11;5;9;3;2014;1
902;0;2;1;1;19;5;426;68;68;66;65;56;56;62;0;46;60;1;5;9;3;2014;2
903;0;2;7;1;19;5;447;68;68;56;77;64;64;57;0;62;74;7;5;9;1;2014;2
904;0;2;7;1;19;5;433;71;71;62;66;54;54;58;0;56;59;7;5;9;2;2014;3
905;0;1;20;1;42;7;418;71;71;65;55;62;62;55;0;49;71;20;6;9;2;2014;2
906;0;1;20;1;221;6;423;62;62;70;56;64;64;67;0;43;51;19;5;9;1;2014;2
907;0;1;8;1;19;5;412;59;59;74;56;67;67;49;0;50;39;8;3;9;3;2014;2
908;1;1;20;1;55;7;407;75;75;66;54;60;60;49;0;50;48;20;6;9;3;2014;2
909;0;2;4;1;19;5;433;71;71;59;76;62;62;61;0;52;57;4;4;9;2;2014;1
910;0;2;7;1;19;5;441;65;65;62;70;60;60;60;0;63;47;7;5;9;2;2014;1
911;1;2;8;1;19;5;432;65;65;66;59;62;62;59;0;65;74;8;3;9;3;2014;2
912;0;2;19;1;19;5;423;75;75;56;59;71;71;55;0;50;66;19;5;9;3;2014;1
913;1;2;8;1;19;5;426;65;65;65;70;60;60;53;0;54;51;8;3;9;3;2014;2
914;0;2;8;1;19;5;415;65;65;74;69;48;48;55;0;55;66;8;3;9;3;2014;2
915;0;2;10;1;19;5;424;74;74;62;59;52;52;58;0;54;57;10;3;9;3;2014;1
916;1;0;20;0;0;0;422;60;60;71;50;63;63;55;0;58;52;20;6;9;1;2014;2
917;1;0;11;0;0;0;432;80;80;50;73;61;61;58;0;50;51;11;5;9;2;2014;2
918;0;1;19;1;19;5;440;58;58;66;65;58;58;64;0;56;51;20;6;9;2;2014;1
919;1;2;4;1;19;5;423;65;65;66;61;62;62;55;0;58;68;4;4;9;2;2014;3
920;0;2;4;1;19;5;433;63;63;66;56;58;58;59;0;65;45;15;3;9;3;2014;2
921;1;1;20;1;219;10;423;71;71;62;59;58;58;53;0;59;43;20;6;9;2;2014;2
922;0;2;20;1;180;15;421;65;65;65;62;62;62;55;0;51;43;21;7;9;3;2014;1
923;0;1;18;1;19;5;426;65;65;62;88;54;54;55;0;43;63;18;3;9;3;2014;2
924;0;1;10;1;19;5;412;65;65;70;56;56;56;53;0;55;59;10;3;9;3;2014;1
925;1;2;11;1;19;5;423;68;68;62;77;54;54;59;0;46;48;11;5;9;2;2014;2
926;1;1;9;1;19;5;409;62;62;73;66;52;52;53;0;51;54;9;4;9;3;2014;1
927;0;2;1;1;19;5;419;65;65;66;59;58;58;59;0;53;74;1;5;9;3;2014;1
928;0;2;11;1;19;5;423;68;68;62;65;56;56;61;0;50;71;11;5;9;3;2014;2
929;0;2;11;1;19;5;406;62;62;73;57;56;56;53;0;51;63;11;5;9;3;2014;2
930;1;1;10;1;19;5;443;65;65;59;55;60;60;58;0;77;58;11;5;9;3;2014;1
931;1;1;6;1;19;5;422;65;65;66;52;58;58;55;0;65;53;18;3;9;2;2014;2
932;0;2;20;1;71;15;384;74;74;74;46;47;47;53;0;39;74;21;7;9;3;2014;2
933;0;2;11;1;19;5;419;80;80;53;57;60;60;59;0;50;75;11;5;9;2;2014;1
934;1;1;8;1;19;5;416;62;62;65;62;62;62;46;0;54;71;8;3;9;2;2014;2
935;1;2;2;1;19;5;426;68;68;59;65;60;60;55;0;58;71;11;5;9;3;2014;2
936;1;2;4;1;19;5;424;78;78;53;65;56;56;59;0;52;60;18;3;9;2;2014;2
937;1;2;5;1;19;5;419;65;65;66;59;56;56;55;0;59;46;5;6;9;2;2014;2
938;0;2;6;1;19;5;423;71;71;59;57;60;60;55;0;62;57;20;6;9;3;2014;2
939;1;1;18;1;19;5;425;57;57;65;70;65;65;55;0;54;74;18;3;9;2;2014;2
940;0;1;5;1;19;5;422;68;68;59;65;65;65;57;0;56;48;5;6;9;1;2014;2
941;0;1;18;1;19;5;419;71;71;59;66;58;58;62;0;48;53;18;3;9;2;2014;2
942;0;0;11;0;0;0;423;73;73;52;60;70;70;59;0;50;59;10;3;9;3;2014;1
943;1;2;20;1;95;15;434;68;68;53;65;67;67;57;0;61;89;8;3;9;2;2014;1
944;1;2;10;1;19;5;414;74;74;59;56;60;60;62;0;51;60;10;3;9;3;2014;2
945;1;1;1;1;19;5;421;65;65;62;55;65;65;58;0;59;53;1;5;9;3;2014;1
946;0;0;15;0;0;0;403;75;75;60;57;59;59;51;0;48;61;14;2;9;3;2014;2
947;1;0;20;0;0;0;411;63;63;68;55;57;57;56;0;53;61;20;6;9;2;2014;2
948;0;0;20;0;0;0;412;65;65;62;61;63;63;54;0;46;45;9;4;9;2;2014;1
949;0;2;19;1;19;5;415;68;68;60;56;63;63;59;0;49;53;19;5;9;2;2014;1
950;1;1;19;1;19;5;418;68;68;65;59;53;53;55;0;69;36;19;5;9;3;2014;1
951;1;2;12;1;19;5;416;68;68;60;57;63;63;64;0;47;53;8;3;9;2;2014;1
952;1;2;20;1;106;15;413;76;76;59;55;46;46;68;0;40;43;20;6;9;2;2014;2
953;0;1;18;1;19;5;411;68;68;62;65;56;56;53;0;50;58;18;3;9;2;2014;1
954;0;2;11;1;19;5;406;57;57;74;65;52;52;53;0;51;42;11;5;9;3;2014;2
955;1;1;20;1;155;30;421;68;68;60;47;63;63;63;0;60;49;8;3;9;2;2014;2
956;0;2;11;1;19;5;412;59;59;66;65;65;65;57;0;48;71;19;5;9;2;2014;1
957;0;2;8;1;19;5;400;60;60;70;59;58;58;47;0;47;68;8;3;9;3;2014;2
958;1;1;18;1;19;5;413;65;65;59;61;68;68;49;0;52;63;4;4;9;2;2014;2
959;0;2;5;1;19;5;416;62;62;62;69;62;62;53;0;51;74;5;6;9;2;2014;1
960;0;1;2;1;19;5;409;71;71;62;59;52;52;47;0;61;66;12;3;9;3;2014;1
961;1;2;20;1;71;15;429;60;60;62;65;58;58;62;0;59;77;20;6;9;3;2014;2
962;0;1;12;1;19;5;412;65;65;62;70;50;50;51;0;46;51;3;1;9;2;2014;1
963;1;0;20;0;0;0;411;61;61;66;75;54;54;54;0;50;59;2;1;9;3;2014;1
964;1;0;14;0;0;0;407;56;56;72;55;59;59;58;0;53;54;8;3;9;3;2014;1
965;0;1;8;1;19;5;411;60;60;66;54;58;58;57;0;52;58;8;3;9;2;2014;2
966;1;1;20;1;184;4;410;52;52;73;53;60;60;62;0;53;48;12;3;9;2;2014;2
967;0;2;9;1;19;5;390;60;60;74;52;52;52;59;0;36;40;9;4;9;3;2014;2
968;0;2;20;1;222;15;407;68;68;60;59;63;63;68;0;41;49;20;6;9;1;2014;1
969;0;0;8;0;0;0;396;68;68;65;59;54;54;55;0;43;42;7;5;9;2;2014;2
970;0;1;20;1;40;15;425;65;65;56;66;54;54;55;0;56;80;20;6;9;2;2014;2
971;0;2;20;1;180;15;407;71;71;59;52;56;56;57;0;56;57;20;6;9;2;2014;2
972;0;1;8;1;19;5;388;64;64;48;49;52;52;53;0;51;47;8;3;7;1;2014;1
973;0;1;10;1;19;5;362;60;60;56;43;56;56;53;0;43;45;8;3;7;2;2014;1
974;1;2;10;1;19;5;357;50;50;57;52;50;50;50;0;51;52;19;5;7;2;2014;1
975;0;1;8;1;19;5;366;52;52;45;57;44;44;58;0;58;65;8;3;7;2;2014;2
976;0;1;5;1;19;5;404;54;54;62;51;54;54;62;0;56;42;5;6;4;1;2014;2
977;0;0;8;0;0;0;380;55;55;58;49;56;56;52;0;49;43;8;3;4;2;2014;1
978;1;2;10;1;19;5;370;47;47;56;52;56;56;59;0;44;71;10;3;4;3;2014;1
979;1;0;4;0;0;0;412;68;68;65;67;57;57;50;0;44;48;7;5;6;2;2014;2
980;1;0;20;0;0;0;394;56;56;53;53;61;61;45;0;58;50;20;6;2;1;2014;2
981;0;1;11;1;19;5;397;59;59;66;54;52;52;59;0;46;58;11;5;5;2;2014;2
982;0;0;20;0;0;0;362;61;61;53;55;61;61;58;0;50;43;20;6;5;2;2014;2
983;0;1;20;1;120;30;351;40;40;56;62;42;42;48;0;38;43;20;6;5;1;2014;1
984;1;2;8;1;19;5;411;65;65;56;66;48;48;65;0;46;57;8;3;9;2;2014;3
985;1;0;7;0;0;0;385;91;88;0;0;0;69;84;0;0;76;9;4;9;3;2015;2
986;0;0;10;0;0;0;397;90;88;0;0;0;72;80;0;0;66;10;3;9;3;2015;2
987;0;0;7;0;0;0;394;81;80;0;0;0;75;86;0;0;65;7;5;9;2;2015;2
988;0;0;20;0;0;0;382;85;100;0;0;0;75;78;0;0;77;20;6;9;2;2015;2
989;1;0;16;0;0;0;390;79;77;0;0;0;84;79;0;0;75;16;2;9;3;2015;2
990;1;0;11;0;0;0;389;81;77;0;0;0;75;77;0;0;100;11;5;9;3;2015;2
991;0;0;7;0;0;0;375;81;84;0;0;0;67;82;0;0;71;7;5;9;2;2015;2
992;0;0;19;0;0;0;382;79;74;0;0;0;75;80;0;0;60;19;5;9;2;2015;2
993;0;0;9;0;0;0;382;81;84;0;0;0;75;73;0;0;82;8;3;9;2;2015;1
994;0;0;16;0;0;0;372;81;77;0;0;0;72;77;0;0;77;16;2;9;3;2015;1
995;1;0;18;0;0;0;375;77;71;0;0;0;78;76;0;0;82;8;3;9;3;2015;1
996;0;0;14;0;0;0;366;79;77;0;0;0;65;80;0;0;64;16;2;9;3;2015;1
997;0;0;20;0;0;0;347;95;94;0;0;0;55;73;0;0;49;20;6;9;2;2015;2
998;0;0;9;0;0;0;376;72;68;0;0;0;70;79;0;0;75;16;2;9;3;2015;2
999;0;0;1;0;0;0;377;70;71;0;0;0;84;78;0;0;65;1;5;9;3;2015;1
1000;1;0;1;0;0;0;368;81;74;0;0;0;75;72;0;0;61;1;5;9;3;2015;1
1001;0;0;7;0;0;0;379;67;71;0;0;0;92;78;0;0;73;7;5;9;2;2015;1
1002;1;0;8;0;0;0;374;81;77;0;0;0;79;69;0;0;60;8;3;9;3;2015;1
1003;0;0;20;0;0;0;373;75;74;0;0;0;72;75;0;0;84;20;6;9;2;2015;2
1004;0;0;7;0;0;0;367;77;71;0;0;0;72;75;0;0;82;7;5;9;2;2015;1
1005;0;0;10;0;0;0;362;77;77;0;0;0;69;78;0;0;67;10;3;9;3;2015;2
1006;1;0;20;0;0;0;364;79;80;0;0;0;67;75;0;0;71;20;6;9;2;2015;2
1007;0;0;19;0;0;0;376;69;73;0;0;0;76;79;0;0;72;19;5;9;2;2015;1
1008;0;0;20;0;0;0;368;79;84;0;0;0;67;73;0;0;75;20;6;9;2;2015;2
1009;0;0;6;0;0;0;367;74;68;0;0;0;72;77;0;0;75;19;5;9;2;2015;1
1010;1;0;14;0;0;0;362;79;77;0;0;0;63;73;0;0;100;14;2;9;3;2015;2
1011;0;0;11;0;0;0;344;83;80;0;0;0;57;78;0;0;67;11;5;9;3;2015;1
1012;0;0;19;0;0;0;349;85;74;0;0;0;55;75;0;0;61;19;5;9;2;2015;2
1013;1;0;11;0;0;0;371;72;65;0;0;0;69;77;0;0;67;11;5;9;2;2015;2
1014;0;0;11;0;0;0;363;83;84;0;0;0;61;70;0;0;67;11;5;9;4;2015;2
1015;1;0;10;0;0;0;358;79;71;0;0;0;72;74;0;0;60;10;3;9;3;2015;2
1016;1;0;18;0;0;0;366;75;67;0;0;0;67;74;0;0;85;18;3;9;2;2015;2
1017;0;1;20;1;221;6;458;71;71;99;61;60;60;57;0;55;52;6;5;9;2;2015;1
1018;0;0;5;0;0;0;369;74;71;0;0;0;78;72;0;0;75;5;6;9;1;2015;2
1019;1;0;10;0;0;0;366;74;74;0;0;0;75;74;0;0;69;10;3;9;3;2015;1
1020;0;0;13;0;0;0;360;74;71;0;0;0;78;76;0;0;58;11;5;9;2;2015;1
1021;0;0;11;0;0;0;362;81;80;0;0;0;61;70;0;0;85;15;3;9;3;2015;2
1022;1;0;19;0;0;0;365;75;77;0;0;0;78;72;0;0;68;19;5;9;1;2015;2
1023;1;0;7;0;0;0;353;85;81;0;0;0;67;69;0;0;59;7;5;9;2;2015;2
1024;0;0;7;0;0;0;359;77;80;0;0;0;57;75;0;0;81;8;3;9;3;2015;2
1025;0;0;13;0;0;0;364;72;71;0;0;0;72;74;0;0;100;10;3;9;3;2015;2
1026;1;0;20;0;0;0;357;79;81;0;0;0;69;71;0;0;77;20;6;9;3;2015;2
1027;1;0;20;0;0;0;350;74;77;0;0;0;65;81;0;0;54;19;5;9;1;2015;2
1028;1;0;11;0;0;0;367;72;74;0;0;0;75;73;0;0;75;11;5;9;2;2015;2
1029;0;0;18;0;0;0;356;81;81;0;0;0;65;70;0;0;64;6;5;9;3;2015;1
1030;0;0;19;0;0;0;364;72;74;0;0;0;72;73;0;0;88;19;5;9;3;2015;2
1031;0;0;19;0;0;0;353;79;77;0;0;0;62;73;0;0;68;19;5;9;1;2015;2
1032;0;0;9;0;0;0;356;75;74;0;0;0;70;74;0;0;68;9;4;9;2;2015;1
1033;0;0;20;0;0;0;357;75;77;0;0;0;72;74;0;0;58;20;6;9;2;2015;2
1034;0;0;18;0;0;0;359;79;74;0;0;0;78;68;0;0;52;5;6;9;2;2015;1
1035;0;0;8;0;0;0;357;83;84;0;0;0;67;65;0;0;82;18;3;9;3;2015;2
1036;0;0;12;0;0;0;339;81;84;0;0;0;58;77;0;0;51;10;3;9;2;2015;2
1037;0;0;11;0;0;0;372;72;65;0;0;0;65;71;0;0;82;11;5;9;3;2015;1
1038;0;0;10;0;0;0;357;72;74;0;0;0;67;76;0;0;81;11;5;9;1;2015;3
1039;0;0;10;0;0;0;354;75;74;0;0;0;72;74;0;0;65;16;2;9;3;2015;2
1040;0;0;9;0;0;0;349;77;84;0;0;0;67;75;0;0;58;9;4;9;2;2015;1
1041;1;0;1;0;0;0;358;74;71;0;0;0;65;73;0;0;88;12;3;9;3;2015;2
1042;0;0;12;0;0;0;351;79;84;0;0;0;67;71;0;0;70;12;3;9;3;2015;1
1043;1;0;10;0;0;0;357;77;68;0;0;0;70;71;0;0;60;10;3;9;3;2015;2
1044;1;0;20;0;0;0;347;77;77;0;0;0;67;74;0;0;73;20;6;9;3;2015;2
1045;0;0;13;0;0;0;358;77;74;0;0;0;69;69;0;0;79;13;1;9;1;2015;1
1046;0;0;1;0;0;0;355;77;74;0;0;0;65;71;0;0;73;1;5;9;3;2015;2
1047;0;0;19;0;0;0;350;75;71;0;0;0;72;74;0;0;55;19;5;9;2;2015;1
1048;1;0;20;0;0;0;362;75;77;0;0;0;70;70;0;0;61;20;6;9;2;2015;2
1049;0;0;8;0;0;0;355;72;65;0;0;0;70;74;0;0;75;8;3;9;3;2015;2
1050;0;0;10;0;0;0;358;66;65;0;0;0;72;77;0;0;100;10;3;9;3;2015;2
1051;1;0;14;0;0;0;345;77;77;0;0;0;70;74;0;0;56;16;2;9;3;2015;2
1052;0;0;11;0;0;0;355;75;77;0;0;0;67;72;0;0;63;11;5;9;2;2015;2
1053;0;0;16;0;0;0;355;75;77;0;0;0;65;71;0;0;84;16;2;9;3;2015;2
1054;0;0;16;0;0;0;355;79;77;0;0;0;65;69;0;0;53;16;2;9;3;2015;1
1055;1;0;15;0;0;0;356;74;67;0;0;0;65;73;0;0;59;5;6;9;2;2015;2
1056;0;0;20;0;0;0;359;74;77;0;0;0;67;71;0;0;67;20;6;9;1;2015;2
1057;0;0;20;0;0;0;343;79;100;0;0;0;69;72;0;0;55;20;6;9;2;2015;2
1058;0;0;8;0;0;0;356;69;68;0;0;0;83;75;0;0;47;8;3;9;2;2015;1
1059;1;0;20;0;0;0;357;75;71;0;0;0;67;70;0;0;75;20;6;9;2;2015;1
1060;0;0;11;0;0;0;348;74;77;0;0;0;65;75;0;0;65;11;5;9;2;2015;1
1061;0;2;11;1;19;5;449;85;85;73;59;57;57;64;0;49;57;11;5;9;3;2015;2
1062;1;1;20;1;110;8;456;84;84;69;63;59;59;73;0;55;45;20;6;9;2;2015;1
1063;1;2;9;1;19;5;443;77;77;74;57;57;57;62;0;53;75;9;4;9;3;2015;2
1064;0;2;18;1;19;5;462;65;65;77;59;55;55;69;0;65;60;18;3;9;2;2015;1
1065;0;1;20;1;185;15;461;74;74;65;66;65;65;68;0;62;59;20;6;9;1;2015;1
1066;0;2;11;1;19;5;443;70;70;61;65;61;61;65;0;58;83;11;5;9;2;2015;1
1067;1;1;20;1;86;7;416;90;90;55;62;53;53;56;0;45;54;20;6;9;2;2015;2
1068;1;1;20;1;12;25;437;70;70;62;55;62;62;57;0;63;65;17;2;9;3;2015;1
1069;0;1;8;1;19;5;433;69;69;60;83;60;60;54;0;48;39;20;6;9;2;2015;2
1070;1;2;1;3;19;5;420;65;65;69;60;61;61;53;0;55;75;1;5;9;4;2015;2
1071;1;1;20;1;104;7;417;71;71;65;57;60;60;58;0;45;48;20;6;9;2;2015;2
1072;1;2;9;1;19;5;406;77;77;65;57;55;55;54;0;42;60;9;4;9;3;2015;2
1073;0;2;18;0;19;5;419;56;56;73;63;63;63;55;0;46;46;18;3;9;2;2015;1
1074;1;1;20;1;35;6;434;68;68;62;53;60;60;60;0;62;58;11;5;9;2;2015;2
1075;0;2;11;1;19;5;418;71;71;62;66;65;65;60;0;51;56;11;5;9;3;2015;1
1076;1;2;18;1;19;5;427;78;78;53;57;60;60;55;0;59;89;14;2;9;3;2015;2
1077;0;1;9;1;19;5;420;70;70;62;61;57;57;62;0;50;60;9;4;9;3;2015;1
1078;0;0;8;0;0;0;306;74;68;0;0;0;55;56;0;0;54;8;3;9;2;2015;2
1079;0;0;20;0;0;0;324;69;65;0;0;0;58;66;0;0;57;8;3;7;2;2015;2
1080;0;0;5;0;0;0;307;64;62;0;0;0;63;65;0;0;55;5;6;7;1;2015;1
1081;0;0;21;0;0;0;307;66;62;0;0;0;63;59;0;0;52;20;6;7;2;2015;1
1082;0;0;8;0;0;0;290;58;68;0;0;0;51;65;0;0;64;8;3;7;3;2015;1
1083;1;0;18;0;0;0;307;50;49;0;0;0;70;60;0;0;75;4;4;7;2;2015;1
1084;0;2;20;1;221;6;386;52;52;53;52;62;62;51;0;55;63;20;6;7;3;2015;2
1085;1;1;12;1;19;5;373;50;50;53;56;62;62;53;0;40;59;13;1;7;3;2015;2
1086;0;0;5;0;0;0;311;70;65;0;0;0;61;65;0;0;55;5;6;4;1;2015;2
1087;0;0;8;0;0;0;310;69;68;0;0;0;60;65;0;0;56;8;3;4;2;2015;1
1088;1;1;7;1;19;5;400;76;76;59;58;50;50;48;0;59;47;7;5;4;2;2015;2
1089;1;1;11;1;19;5;363;63;63;53;57;54;54;55;0;38;46;11;5;6;2;2015;2
1090;0;0;20;0;0;0;359;70;71;0;0;0;63;74;0;0;70;20;6;9;2;2015;1
1091;1;0;10;0;0;0;352;72;71;0;0;0;75;71;0;0;84;10;3;9;3;2015;2
1092;0;0;15;0;0;0;358;74;68;0;0;0;72;70;0;0;58;19;5;9;2;2015;1
1093;0;0;20;0;0;0;317;61;62;0;0;0;63;67;0;0;62;20;6;2;2;2015;2
1094;0;2;7;1;19;5;444;86;86;69;52;58;58;58;0;59;53;7;5;9;1;2015;1
1095;0;0;1;0;0;0;423;71;71;68;61;61;61;50;0;53;57;1;5;9;2;2015;2
1096;0;0;10;0;0;0;362;67;67;0;0;0;78;73;0;0;79;10;3;9;2;2015;1
1097;1;0;11;0;0;0;319;66;62;0;0;0;75;67;0;0;56;11;5;5;2;2015;2
1098;0;0;11;0;0;0;312;61;55;0;0;0;63;66;0;0;59;11;5;5;2;2015;1
1099;0;1;20;1;154;14;462;55;55;60;75;58;58;68;0;69;41;10;3;5;2;2015;1
1100;1;0;20;0;0;0;288;63;65;0;0;0;54;59;0;0;45;8;3;5;2;2015;2
1101;1;2;20;1;120;30;401;67;67;52;60;58;58;52;0;53;66;20;6;5;2;2015;1
1102;1;1;9;1;19;5;378;59;59;56;54;54;54;55;0;47;47;9;4;5;2;2015;2
1103;1;1;20;1;124;24;370;49;49;53;52;56;56;62;0;51;47;20;6;5;1;2015;1
1104;0;0;10;0;0;0;343;77;74;0;0;0;65;73;0;0;61;10;3;9;3;2015;2
1105;0;0;20;0;0;0;339;77;74;0;0;0;58;74;0;0;59;19;5;9;2;2015;1
1106;0;0;20;0;0;0;352;69;71;0;0;0;69;75;0;0;66;20;6;9;2;2015;1
1107;0;0;10;0;0;0;341;81;80;0;0;0;67;68;0;0;68;10;3;9;3;2015;1
1108;0;0;15;0;0;0;347;75;71;0;0;0;67;72;0;0;67;18;3;9;3;2015;2
1109;1;0;17;0;0;0;356;79;84;0;0;0;63;67;0;0;73;3;1;9;1;2015;2
1110;0;0;20;0;0;0;351;72;68;0;0;0;67;75;0;0;64;20;6;9;2;2015;1
1111;0;0;2;0;0;0;355;75;71;0;0;0;75;69;0;0;73;16;2;9;3;2015;2
1112;1;0;20;0;0;0;346;75;71;0;0;0;67;73;0;0;68;20;6;9;1;2015;2
1113;0;0;10;0;0;0;393;89;81;0;0;0;67;81;0;0;82;10;3;9;2;2015;2
1114;0;0;10;0;0;0;380;89;77;0;0;0;64;76;0;0;74;19;5;9;1;2015;1
1115;0;2;20;1;16;4;374;87;88;0;0;0;67;78;0;0;69;8;3;9;3;2015;1
1116;1;0;20;0;0;0;377;81;77;0;0;0;65;84;0;0;57;16;2;9;3;2015;2
1117;0;0;20;0;0;0;387;83;77;0;0;0;65;78;0;0;64;8;3;9;2;2015;2
1118;1;0;14;0;0;0;379;83;86;0;0;0;71;78;0;0;76;8;3;9;3;2015;1
